ChEMBL ID,Canonical_Smiles,MW,LogP,NumHDonors,NumHAcceptors,pKi
CHEMBL3698858,O=c1c(nc2c(n1C1CCN(CC1)C1CCCCCCC1)cccn2)N1CC2C(C1)CNC2,450.631,3.1969,1,7,4.53
CHEMBL607017,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)/C=C/c1ccccc1C)C,458.558,3.19392,1,5,9.40
CHEMBL607127,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)/C=C/c1ccc(cc1)C)C,458.558,3.19392,1,5,8.54
CHEMBL57628,O=CNc1ccc2c(c1)[C@]1(C)CCN([C@H](C2)C1C)CC1CC1,298.43,3.1891,1,2,8.01
CHEMBL56246,O=CNc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,298.43,3.1891,1,2,7.43
CHEMBL3908268,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)N(C)C)CC1CCCCC1,476.687,3.1846,1,4,8.70
CHEMBL3990868,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)N(C)C)CC1CCCCC1,476.687,3.1846,1,4,8.70
CHEMBL392893,CC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,335.451,3.1761,1,3,5.99
CHEMBL3963804,COCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,435.568,3.1711,1,4,7.00
CHEMBL3990874,COCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,435.568,3.1711,1,4,7.00
CHEMBL230415,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)[C@H](C1Cc2c(C1)cccc2)N,405.542,3.1629,1,3,4.82
CHEMBL539685,CC(=O)NCc1ccccc1CC(=O)N([C@@H](c1ccccc1)CN1CCCC1)C,393.531,3.1607,1,3,6.05
CHEMBL2418729,C[C@H]1C[C@H]2C[C@@](C1)(CCN2C)c1cccc(c1)O,245.366,3.1541,1,2,6.14
CHEMBL2418571,Oc1cccc(c1)[C@]12CC[C@@H]([C@@H](C2)N(CC1)C)C,245.366,3.1541,1,2,6.86
CHEMBL469189,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c1ncnc(c1cc3)N,322.456,3.1462,1,4,6.92
CHEMBL551414,O=C(c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2)N1CCOCC1,390.483,3.1053,1,4,7.30
CHEMBL284414,O=C1NCN(C21CCN(CC2)C1CCc2c1cccc2)c1ccccc1,347.462,3.1024,1,3,6.27
CHEMBL442413,C=CCN(C1CCc2c(C1(C)C)cc(cc2)O)C,245.366,3.1024,1,2,5.65
CHEMBL90667,COCCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,301.43,3.097,1,3,9.30
CHEMBL2367604,Oc1ccc2c(c1)[C@@]1(C)CCN([C@H](C2)[C@@H]1C)C[C@@H]1CCCO1,301.43,3.0954,1,3,8.60
CHEMBL245049,CNC(=O)Oc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)C,314.429,3.093,1,3,7.28
CHEMBL1790045,C#CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,281.399,3.0838,1,2,9.22
CHEMBL3698848,O=C1NCCN(C1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,437.588,3.0825,1,6,4.26
CHEMBL592,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,257.377,3.0804,1,2,8.38
CHEMBL374324,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)S(=O)(=O)c1ccccc1,400.544,3.0648,1,4,5.77
CHEMBL3287466,O=C1CC[C@@]23[C@@](C1)(CCN(C2)CC1CC1)c1cc(O)ccc1C3,311.425,3.0412,1,3,6.35
CHEMBL2113670,CCO[C@@H]([C@@H]1C[C@]23C=C[C@]1(OC)[C@@H]1C43CCN([C@@H]2Cc2c4c(O1)c(O)cc2)C)C,397.515,3.0375,1,5,8.57
CHEMBL1169584,CCO[C@H]([C@@H]1CC23C=C[C@]1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(O)cc2)C)C,397.515,3.0375,1,5,8.15
CHEMBL575451,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)C#Cc1ccccc1)CC1CC1,482.58,3.004,1,5,7.55
CHEMBL240001,O=C1NCN(C21CCN(CC2)CC1CCCCC1)c1ccccc1,327.472,2.9952,1,3,4.13
CHEMBL231352,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)[C@H](Cc1ccccc1)N,379.504,2.9906,1,3,5.16
CHEMBL2375656,COc1cc2CC(=O)CCCC(=O)CCC[C@H](OC(=O)c2c(c1)O)C,348.395,2.981,1,6,5.14
CHEMBL157301,CNC(=O)c1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,312.457,2.9804,1,2,7.20
CHEMBL26999,O=C1NCN(C21CCN(CC2)C1CCc2c(C1)cccc2)c1ccccc1,361.489,2.9724,1,3,6.21
CHEMBL2368317,Nc1ccc2c(c1)[C@@]1(C)CCN([C@H](C2)[C@@H]1C)C[C@@H]1CCCO1,300.446,2.972,1,3,6.43
CHEMBL607351,CN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)OCc1ccccc1,391.467,2.9697,1,5,8.96
CHEMBL2386819,CN1CC[C@@]2([C@H](C1)Oc1c2cc(cc1)O)Cc1ccccc1,295.382,2.9692,1,3,7.19
CHEMBL354172,Oc1ccc2c(c1)[C@@]1(C)CCN(C(C2=O)[C@@H]1C)CC1CC1,285.387,2.9666,1,3,7.70
CHEMBL3891950,O=C(N(Cc1ccccc1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,497.661,2.9594,1,5,7.00
CHEMBL3990773,O=C(N(Cc1ccccc1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,497.661,2.9594,1,5,7.00
CHEMBL3907942,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)C)Cc1ccccc1,441.597,2.9577,1,4,7.00
CHEMBL3990325,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)C)Cc1ccccc1,441.597,2.9577,1,4,7.00
CHEMBL48420,Nc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,256.393,2.957,1,2,5.82
CHEMBL431947,COCC12Cc3ccc(cc3C(C1)(C)CCC2N(C)C)O,289.419,2.9529,1,3,5.85
CHEMBL3919761,O=C(N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,489.682,2.9494,1,5,8.89
CHEMBL3956373,O=C(C(S(=O)(=O)C)(C)C)N(CC1CCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,489.682,2.9478,1,5,7.00
CHEMBL3990935,O=C(C(S(=O)(=O)C)(C)C)N(CC1CCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,489.682,2.9478,1,5,7.00
CHEMBL3958491,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)C)CC1CCCC1,433.618,2.9477,1,4,7.00
CHEMBL3990825,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)C)CC1CCCC1,433.618,2.9477,1,4,7.00
CHEMBL2021605,Oc1ccc2c(c1)[C@@]1(C)CN([C@@H](C2)[C@H]1C)CC1CC1,257.377,2.9363,1,2,5.96
CHEMBL326103,CCN1CC[C@]2([C@H](C1Cc1c2cc(cc1)O)C)C,245.366,2.9363,1,2,6.80
CHEMBL325052,CCN1CC[C@@]2([C@@H](C1Cc1c2cc(cc1)O)C)C,245.366,2.9363,1,2,5.15
CHEMBL1196093,CC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)CC1CC1,273.376,2.9167,1,3,7.28
CHEMBL555891,CC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)CC1CC1,273.376,2.9167,1,3,7.28
CHEMBL589260,CC[C@@]12CCN(C[C@@H]1Oc1c2cccc1O)CC1CC1,273.376,2.9167,1,3,5.21
CHEMBL2386892,CCCC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)C,261.365,2.9167,1,3,6.68
CHEMBL562280,CCN(C(=O)c1ncc(cn1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,378.476,2.9049,1,5,8.34
CHEMBL475108,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c1nn[nH]c1cc3,296.418,2.8921,1,3,7.34
CHEMBL515593,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)nn[nH]1,296.418,2.8921,1,3,7.29
CHEMBL1195301,COCCC1CC2CN3C1C(C2)(C(=O)OC)c1[nH]c2c(c1CC3)cccc2,368.477,2.8817,1,4,5.46
CHEMBL554230,COCCC1CC2CN3C1C(C2)(C(=O)OC)c1[nH]c2c(c1CC3)cccc2,368.477,2.8817,1,4,5.46
CHEMBL607048,COCC[C@H]1CC2CN3[C@@H]1[C@](C2)(C(=O)OC)c1[nH]c2c(c1CC3)cccc2,368.477,2.8817,1,4,5.46
CHEMBL58362,CO/C=C(\[C@H]1C[C@@H]2N(C[C@H]1CC)CC[C@@]12Nc2c(C1=O)c(OC)ccc2)/C(=O)OC,414.502,2.8659,1,7,8.52
CHEMBL469188,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)nc[nH]c1=O,323.44,2.8573,1,3,6.11
CHEMBL512474,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c1nc[nH]c(=O)c1cc3,323.44,2.8573,1,3,5.70
CHEMBL422560,Nc1ccc2c(c1)[C@@]1(C)CCN(C(C2=O)[C@@H]1C)CC1CC1,284.403,2.8432,1,3,7.54
CHEMBL3665435,O=c1[nH]c2ncccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,356.47,2.8346,1,5,4.26
CHEMBL49318,NCc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C,270.42,2.8335,1,2,5.60
CHEMBL105665,CO[C@]12CCC(=O)CC32CCN(C1Cc1c3c(OC)c(cc1)O)CC1CC1,371.477,2.8172,1,5,7.86
CHEMBL3930597,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COC(=O)[C@@H](N)C)CC1CC1,482.621,2.8101,1,7,5.77
CHEMBL61630,CO/C=C(\[C@H]1C[C@@H]2N(C[C@H]1CC)CC[C@]1(C2=Nc2c1c(OC)ccc2)O)/C(=O)OC,414.502,2.7926,1,7,6.81
CHEMBL3086757,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1ccccn1,446.503,2.7851,1,7,6.93
CHEMBL476600,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1ccccn1,446.503,2.7851,1,7,6.93
CHEMBL3086758,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1cccnc1,446.503,2.7851,1,7,6.77
CHEMBL476603,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1cccnc1,446.503,2.7851,1,7,6.77
CHEMBL3086759,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1ccncc1,446.503,2.7851,1,7,6.39
CHEMBL515621,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)OC(=O)c1ccncc1,446.503,2.7851,1,7,6.39
CHEMBL213737,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](CC4)OS(=O)(=O)O)c(cc1)OC(=O)c1ccccc1,471.531,2.7628,1,7,5.80
CHEMBL60869,CC[C@]12CCN(C([C@@H]1C)C(=O)c1c2cc(cc1)C(=O)N)CC1CC1,326.44,2.75,1,3,8.01
CHEMBL3665424,NC(=O)Cn1c(=O)c(=O)n(c2c1cccc2)C1CCN(CC1)C1Cc2c3c1cccc3ccc2,454.53,2.736,1,6,5.26
CHEMBL298571,C#CCN1CC[C@@]23[C@H]([C@H]1C(=O)c1c3cc(cc1)O)CCCC2,295.382,2.724,1,3,5.64
CHEMBL432120,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)C,271.36,2.7206,1,3,5.92
CHEMBL297428,CC1C2Cc3c(C1(C)CCN2CC1CC1)cc(cc3)C(=O)N,298.43,2.7197,1,2,9.30
CHEMBL2368218,C[C@H]1[C@H]2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)N,298.43,2.7197,1,2,8.59
CHEMBL58646,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)N,298.43,2.7197,1,2,8.28
CHEMBL157313,C[C@@H]1[C@@H]2Cc3c([C@]1(C)CCN2CC1CC1)cc(cc3)C(=O)N,298.43,2.7197,1,2,6.24
CHEMBL297467,COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)NCC1,271.36,2.6814,1,3,7.80
CHEMBL608815,Cc1cccc(c1C(=O)C1=CCCN2[C@@H]1CCC2)O,257.333,2.67782,1,3,4.85
CHEMBL1076554,Cc1cccc(c1C(=O)C1=CCCN2[C@H]1CCC2)O,257.333,2.67782,1,3,4.03
CHEMBL240033,O=C1NCN(C21CCN(CC2)Cc1cscc1)c1ccccc1,327.453,2.6766,1,4,5.05
CHEMBL1169583,CO[C@@H]([C@@H]1CC23C=C[C@]1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(O)cc2)C)C,383.488,2.6474,1,5,7.89
CHEMBL1169582,CO[C@H]([C@@H]1CC23C=C[C@]1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(O)cc2)C)C,383.488,2.6474,1,5,7.11
CHEMBL1066,COc1cccc(c1)C1(O)CCCCC1CN(C)C,263.381,2.6346,1,3,8.03
CHEMBL1237044,COc1cccc(c1)C1(O)CCCCC1CN(C)C,263.381,2.6346,1,3,8.03
CHEMBL494614,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c([N+](=O)[O-])c(cc3)C(=O)N,343.427,2.6279,1,4,6.66
CHEMBL495461,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(c(c3)[N+](=O)[O-])C(=O)N,343.427,2.6279,1,4,6.14
CHEMBL203356,O=C1NCN(C21CCN(CC2)Cc1ccccc1)c1ccccc1,321.424,2.6151,1,3,5.53
CHEMBL3915579,O=C(N(CCc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,497.661,2.6118,1,5,7.00
CHEMBL3991308,O=C(N(CCc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,497.661,2.6118,1,5,7.00
CHEMBL4088589,CO[C@]12CCC[C@]3([C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)C)C,315.413,2.6104,1,4,7.89
CHEMBL317030,C=CCN1CCC23[C@@](C1Cc1c3c(OC)c(cc1)O)(OC)CCC(=O)C2,357.45,2.5932,1,5,7.59
CHEMBL28172,O=C1NCN(C21CCN(CC2)C1Cc2c(C1)cccc2)c1ccccc1,347.462,2.5823,1,3,6.15
CHEMBL106085,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CC[C@@H]1O)CC1CC1,329.44,2.5806,1,4,6.82
CHEMBL364907,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccccc1CNS(=O)(=O)C,429.586,2.5738,1,4,6.05
CHEMBL189683,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc(cc1)CNS(=O)(=O)C,429.586,2.5738,1,4,5.95
CHEMBL190030,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1cccc(c1)CNS(=O)(=O)C,429.586,2.5738,1,4,5.82
CHEMBL3921673,O=C(N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,483.634,2.5693,1,5,7.00
CHEMBL3991059,O=C(N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,483.634,2.5693,1,5,7.00
CHEMBL3904332,O=C(N(CC1CCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,475.655,2.5593,1,5,7.00
CHEMBL3991456,O=C(N(CC1CCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,475.655,2.5593,1,5,7.00
CHEMBL257661,CN1CC[C@@]2([C@H]([C@@H]1Cc1c2cc(cc1)O)C)C,231.339,2.5462,1,2,6.85
CHEMBL115917,CN1CC[C@]2([C@H](C1Cc1c2cc(cc1)O)C)C,231.339,2.5462,1,2,6.82
CHEMBL117128,CN1CC[C@@]2([C@@H](C1Cc1c2cc(cc1)O)C)C,231.339,2.5462,1,2,5.15
CHEMBL188841,CN(C1CCc2c(C1(C)C)cc(cc2)O)C,219.328,2.5462,1,2,5.40
CHEMBL209751,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)OS(=O)(=O)O)c(cc1)OC(=O)c1ccccc1,469.515,2.5388,1,7,6.22
CHEMBL571843,CN1CC[C@@]23[C@H](C1)CCC[C@@H]2Oc1c3cccc1O,259.349,2.5266,1,3,7.36
CHEMBL2386891,CCC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)C,247.338,2.5266,1,3,6.32
CHEMBL431156,CCC1Oc2c(C31CCN(CC3)C)cccc2O,247.338,2.5266,1,3,6.07
CHEMBL373057,NS(=O)(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,396.516,2.5168,1,4,6.97
CHEMBL106027,O=C1CC[C@@H]2[C@@]3([C@H]1Oc1c3cccc1O)CCN(C2)CC1CC1,313.397,2.4858,1,4,8.66
CHEMBL106910,O=C1CC[C@H]2[C@@]3([C@H]1Oc1c3cccc1O)CCN(C2)CC1CC1,313.397,2.4858,1,4,6.87
CHEMBL297292,CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)C(=O)N)CCCC2,284.403,2.4737,1,2,7.89
CHEMBL390667,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)[C@H](Cc1cscn1)N,386.521,2.4471,1,5,4.12
CHEMBL238364,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCCN(C2)CCCN1CCOCC1,410.518,2.4433,1,6,5.59
CHEMBL450850,CN1CC[C@@]23C[C@@H]1CC[C@H]2Oc1c3cccc1O,245.322,2.279,1,3,5.00
CHEMBL509260,CN1C[C@@H]2Oc3c([C@@]42C[C@H]1CCC4)cc(cc3)O,245.322,2.279,1,3,5.56
CHEMBL457389,CN1C[C@@H]2Oc3c([C@@]42C[C@H]1CCC4)cccc3O,245.322,2.279,1,3,5.46
CHEMBL213228,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)OS(=O)(=O)O)c(cc1)OC(=O)C(C)(C)C,449.525,2.2711,1,7,7.82
CHEMBL410907,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2CC=C4)c(cc1)O,269.344,2.2273,1,3,7.93
CHEMBL4065490,CO[C@]12CCC[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)C,301.386,2.2203,1,4,8.07
CHEMBL3953788,O=C(N(CC1CCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,461.628,2.1692,1,5,7.00
CHEMBL3990873,O=C(N(CC1CCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,461.628,2.1692,1,5,7.00
CHEMBL430441,CC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)C,233.311,2.1365,1,3,6.67
CHEMBL582929,CC[C@]12CCN(C[C@H]1Oc1c2cc(O)cc1)C,233.311,2.1365,1,3,5.37
CHEMBL599174,CC[C@@]12CCN(C[C@@H]1Oc1c2cccc1O)C,233.311,2.1365,1,3,5.13
CHEMBL50098,CC1Oc2c(C31CCN(CC3)C)cccc2O,233.311,2.1365,1,3,5.62
CHEMBL238363,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCCN(C2)CCN1CCOCC1,396.491,2.0532,1,6,5.72
CHEMBL240896,O=C1NCN(C21CCN(CC2)Cc1cccnc1)c1ccccc1,322.412,2.0101,1,4,5.42
CHEMBL240895,O=C1NCN(C21CCN(CC2)Cc1ccccn1)c1ccccc1,322.412,2.0101,1,4,4.50
CHEMBL511884,CN1CCC2(C(C1Cc1c2cc(cc1)C(=O)N)C)C,258.365,1.9395,1,2,6.49
CHEMBL211576,CC(C(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1OS(=O)(=O)O)C)C,435.498,1.881,1,7,6.23
CHEMBL358043,CO[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,299.37,1.8522,1,4,7.18
CHEMBL3923831,CO[C@H]1C=CC2[C@@]34C1Oc1c4c(CC2N(CC3)C)ccc1O,299.37,1.8522,1,4,5.37
CHEMBL387016,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)CCC1=O)CC1CC1,355.434,1.8284,1,5,6.57
CHEMBL326684,CO[C@]12CCC(=O)[C@]3([C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)C)C,329.396,1.7894,1,5,7.88
CHEMBL258669,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](CC4)O)ccc1,271.36,1.7165,1,3,5.28
CHEMBL324418,CN1CC[C@@]23[C@H](C1)CCC(=O)[C@@H]2Oc1c3cccc1O,273.332,1.7056,1,4,7.08
CHEMBL385048,CCC(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1OS(=O)(=O)O)C,421.471,1.635,1,7,7.40
CHEMBL398707,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,285.343,1.6303,1,4,7.42
CHEMBL119332,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)N(C)C,312.413,1.5585,1,4,5.80
CHEMBL1416,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CC[C@@H]1OS(=O)(=O)O)C,381.45,1.5522,1,6,5.94
CHEMBL485,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,299.37,1.5011,1,4,4.28
CHEMBL257139,O[C@H]1CCN(C1)C[C@@H](N(C(=O)Cc1cc2OCOc2cc1S(=O)(=O)N(C)C)C)c1ccccc1,489.594,1.4744,1,7,8.21
CHEMBL437682,CC(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4CC[C@@H]1OS(=O)(=O)O)C,409.46,1.4689,1,7,6.49
CHEMBL607405,CO[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)C,315.369,1.3993,1,5,8.06
CHEMBL2205832,OC12N(Cc3ccccn3)C3C4C1C1C5C2C3C5C4C1,266.344,1.3421,1,3,5.29
CHEMBL1417,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1OS(=O)(=O)O)C,379.434,1.3282,1,6,6.38
CHEMBL214040,CC(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1OS(=O)(=O)O)C,407.444,1.2449,1,7,6.81
CHEMBL471049,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1C(=O)N,312.369,1.0236,1,4,6.59
CHEMBL575994,FCCCC1OC2(c3c1cccc3)CCN(CC2)Cc1ccccc1,339.454,4.9989,0,2,6.68
CHEMBL4115338,C=Cc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COCc1ccccc1)C,457.614,4.9907,0,4,6.76
CHEMBL473701,CCN(CCN1CN(C2(C1=O)CCN(CC2)Cc1c(Cl)cccc1Cl)c1ccccc1)CC,489.491,4.9761,0,4,6.42
CHEMBL436323,c1ccc(cc1)C1(CCN(CC1)c1nccs1)c1nccn1Cc1ccccc1,400.551,4.9744,0,5,7.10
CHEMBL13403,C=CCN1CCC(CC1)N(c1ccccc1)c1ccc(cc1)C(=O)N(CC)CC,391.559,4.9571,0,3,7.62
CHEMBL3698817,CCOC(=O)c1nc2ccccc2n(c1=O)[C@@H]1C[C@@H]2CCC[C@H](C1)N2C(CCC(C)C)C,439.6,4.9559,0,6,5.86
CHEMBL232548,COC(=O)c1ccc(cc1)Cn1ccnc1C1(CCN(CC1)C(=O)c1ccccc1)c1ccccc1,479.58,4.9403,0,5,9.05
CHEMBL232345,COC(=O)c1cccc(c1)Cn1ccnc1C1(CCN(CC1)C(=O)c1ccccc1)c1ccccc1,479.58,4.9403,0,5,7.07
CHEMBL474091,CCN1CN(C2(C1=O)CCN(CC2)C(c1ccccc1)c1ccccc1)c1ccccc1,425.576,4.9368,0,3,4.63
CHEMBL239043,COCCn1c2ccccc2n(c1=O)C1CCN(CC1)CCC(C(C)C)Oc1cc(OC)ccc1C,495.664,4.89702,0,7,5.67
CHEMBL71,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,318.873,4.8944,0,3,5.13
CHEMBL232581,O=C(C(C)(C)C)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,401.554,4.886,0,3,7.43
CHEMBL316086,CN1C[C@H]2[C@@H](C1)C1(N(C2)c2ccccc2)CCN(CC1)[C@H]1CC[C@H]2[C@@H](C1)CCCC2,407.646,4.8779,0,3,5.99
CHEMBL399205,CCCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,403.526,4.8599,0,4,8.54
CHEMBL400436,CC(OC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1)C,403.526,4.8583,0,4,8.74
