ChEMBL ID,Canonical_Smiles,MW,LogP,NumHDonors,NumHAcceptors,pKi
CHEMBL56356,Nc1nc2c(s1)cc1c(c2)[C@]2(C)CCN([C@H](C1)[C@@H]2C)CC1CC1,327.497,3.8127,1,4,6.03
CHEMBL419511,FCCCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,303.421,3.8102,1,2,9.05
CHEMBL473699,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)nc([nH]1)C,309.457,3.80552,1,2,7.74
CHEMBL506290,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c1nc([nH]c1cc3)C,309.457,3.80552,1,2,6.80
CHEMBL3086306,COc1ccc2c(c1)[C@@]13CCN([C@H](C2)[C@@H]3Cc2c(C1)nc(s2)NC(=O)C)CC1CC1,423.582,3.8033,1,5,8.34
CHEMBL3698836,O=c1c(nc2c(n1C1CCN(CC1)C1CCCCCCC1)cccc2)N1CC2C(C1)CNC2,449.643,3.8019,1,6,4.63
CHEMBL280827,Cc1cccc2c1CCCC2N1CCC2(CC1)C(=O)NCN2c1ccccc1,375.516,3.80092,1,3,6.34
CHEMBL557937,Oc1ccc2c(c1)[C@@]13CCN(C[C@@]3(C2)Cc2c(C1)n(C)c1c2cccc1)C,358.485,3.7985,1,3,6.57
CHEMBL379717,Oc1cccc(c1)n1cnnc1c1ccc2c(c1)cccc2,287.322,3.7931,1,4,5.68
CHEMBL4103328,CN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2CCC4)c(cc1)O)OCc1ccccc1,377.484,3.7907,1,4,9.05
CHEMBL3665423,O=c1c(=O)[nH]c2c(n1C1CCN(CC1)C1Cc3c4c1cccc4ccc3)cccc2,397.478,3.7773,1,4,5.39
CHEMBL3695218,NC(=O)c1nc2ccccc2n(c1=O)[C@@H]1C[C@@H]2CC[C@H](C1)N2C1CCCCCCC1,408.546,3.7762,1,5,4.60
CHEMBL300877,Nc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)CC1CCC1,324.468,3.7675,1,3,6.22
CHEMBL237718,CC(CCN1CCCc2c(C1)ccc(c2)Oc1ccc(cn1)C(=O)N)C,353.466,3.7671,1,4,6.63
CHEMBL4094845,Oc1ccc2c(c1)C13CCN(C(C2)C23CCC3C1[C@H](C2)CN3c1cnccn1)CC1CC1,428.58,3.7655,1,5,9.40
CHEMBL327935,N#CCCCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,310.441,3.75438,1,3,8.51
CHEMBL2386821,CN1CC[C@@]2([C@H](C1)Oc1c2cc(cc1)O)CCCc1ccccc1,323.436,3.7494,1,3,7.44
CHEMBL72180,CC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)CCc1ccccc1,323.436,3.7494,1,3,7.12
CHEMBL568076,CC[C@]12CCN(C[C@H]1Oc1c2cc(O)cc1)CCc1ccccc1,323.436,3.7494,1,3,5.57
CHEMBL599175,CC[C@@]12CCN(C[C@@H]1Oc1c2cccc1O)CCc1ccccc1,323.436,3.7494,1,3,5.14
CHEMBL228687,CCOCC(c1ccccc1)N1CCC(CC1)(O)c1ccccc1,325.452,3.7478,1,3,4.82
CHEMBL4066752,Oc1ccc2c(c1)C13CCN(C(C2)C23CCC3C1[C@H](O2)CN3C(=O)c1ccccc1)CC1CC1,456.586,3.7426,1,4,9.70
CHEMBL299220,Nc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1,296.458,3.7372,1,2,6.82
CHEMBL391486,COc1ccc(c(c1)OC(C(C)C)CCN1CCC(CC1)n1c(=O)n(c2c1cccc2)CC(=O)N)C,494.636,3.73592,1,7,5.69
CHEMBL230249,CC(c1ccccc1)N1CCC(CC1)(O)c1ccccc1,281.399,3.7312,1,2,4.48
CHEMBL3698846,Nc1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,354.498,3.7285,1,5,4.61
CHEMBL556439,CCN(C(=O)c1ccc(cc1)C1=CC2(CNCC2)Oc2c1cccc2)CC,362.473,3.7248,1,3,7.74
CHEMBL493687,c1ccc(cc1)C1CC2(CCNCC2)Oc2c1cccc2,279.383,3.7232,1,2,6.80
CHEMBL3698779,O[C@@H]1CCN(C1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,424.589,3.7173,1,6,4.46
CHEMBL3698763,O[C@H]1CCN(C1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,424.589,3.7173,1,6,4.26
CHEMBL3908840,N#CCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,466.532,3.71658,1,4,7.00
CHEMBL3990460,N#CCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,466.532,3.71658,1,4,7.00
CHEMBL113703,CCCCN1CC[C@]2([C@H](C1Cc1c2cc(cc1)O)C)C,273.42,3.7165,1,2,7.11
CHEMBL326571,CCCCN1CC[C@@]2([C@@H](C1Cc1c2cc(cc1)O)C)C,273.42,3.7165,1,2,5.15
CHEMBL550669,CCN(C(=O)c1ccc(o1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,366.461,3.7079,1,4,7.70
CHEMBL243091,Oc1cccc(c1)[C@@]12CCC[C@H](C2=O)N(CC1)CCc1ccccc1,335.447,3.7,1,3,6.11
CHEMBL2418735,O=C1C[C@H]2C[C@@](C1)(CCN2CCc1ccccc1)c1cccc(c1)O,335.447,3.7,1,3,5.45
CHEMBL2113282,Oc1cccc(c1)[C@]12CCC[C@@H](C2=O)N(CC1)CCc1ccccc1,335.447,3.7,1,3,5.34
CHEMBL3698828,CC(CC(N1[C@@H]2CC[C@H]1C[C@H](C2)n1c2ccccc2nc(c1=O)C(=O)O)C)C,383.492,3.6972,1,5,5.54
CHEMBL3967052,CC(=O)OCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,436.552,3.6945,1,5,7.00
CHEMBL3991178,CC(=O)OCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,436.552,3.6945,1,5,7.00
CHEMBL319589,COc1ccc2c3c1O[C@@H]1C43CCN(C(C2)[C@]4(O)C/C(=C\c2ccccc2)/C1=O)CC(=C)C,443.543,3.688,1,5,5.47
CHEMBL3695285,N[C@@H]1CCN(C1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,423.605,3.6837,1,6,4.55
CHEMBL3695273,N[C@H]1CCN(C1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,423.605,3.6837,1,6,4.28
CHEMBL291751,CNc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,284.447,3.6625,1,2,6.33
CHEMBL364133,C=CCN(C1CCc2c(C1(C)C)cc(cc2)O)CC=C,271.404,3.6586,1,2,6.17
CHEMBL592300,CC[C@@]12CCN(C[C@@H]1Oc1c2cccc1O)CCc1ccc(cc1)[N+](=O)[O-],368.433,3.6576,1,5,5.65
CHEMBL551615,CCN1CCc2c(C1=O)ccc(c2)C1=CC2(CCNCC2)Oc2c1cccc2,374.484,3.6511,1,3,8.09
CHEMBL4062974,O=C(C1CCCCC1)CN1[C@@H]2CC[C@@H]1CC(C2)c1cccc(c1)C(=O)N,354.494,3.6453,1,3,8.70
CHEMBL433272,NC(=O)c1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,338.495,3.644,1,2,8.40
CHEMBL495073,COc1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,307.393,3.6415,1,3,7.24
CHEMBL166853,C[C@H]1CO[C@]23[C@H]1CC1(CC2)[C@H]2Cc4c5C1([C@H]3Oc5c(O)cc4)CCN2CC1CC1,393.527,3.6366,1,4,9.15
CHEMBL349636,C[C@@H]1CO[C@]23[C@@H]1CC1(CC2)C2Cc4c5C1([C@H]3Oc5c(O)cc4)CCN2CC1CC1,393.527,3.6366,1,4,8.92
CHEMBL328269,C=CCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,283.415,3.6366,1,2,8.39
CHEMBL169367,CN1CCC23C45C1Cc1c2c(OC3C2(CC4)C(C5)C(C)C(O2)(C)C)c(cc1)O,381.516,3.635,1,4,8.36
CHEMBL492447,c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,277.367,3.6329,1,2,7.15
CHEMBL392798,Fc1cccc2c1C(CCC2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,379.479,3.6316,1,3,5.91
CHEMBL240005,Fc1cccc2c1CCCC2N1CCC2(CC1)C(=O)NCN2c1ccccc1,379.479,3.6316,1,3,5.62
CHEMBL239824,Fc1ccc2c(c1)C(CCC2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,379.479,3.6316,1,3,5.58
CHEMBL199832,Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)C[C@@H]1CCCO1,327.468,3.6296,1,3,9.52
CHEMBL2113675,Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)C[C@@H]1CCCO1,327.468,3.6296,1,3,9.52
CHEMBL336234,C[C@H]1CN(CC[C@@]1(C)c1cccc(c1)C(=O)N)CCc1ccccc1,336.479,3.6277,1,2,7.14
CHEMBL27699,Clc1cccc2c1CCC(C2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,395.934,3.6258,1,3,6.35
CHEMBL447779,Clc1ccc2c(c1)CC(CC2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,395.934,3.6258,1,3,6.32
CHEMBL283617,Clc1cccc2c1CC(CC2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,395.934,3.6258,1,3,5.85
CHEMBL27093,Clc1ccc2c(c1)CCC(C2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,395.934,3.6258,1,3,5.74
CHEMBL237294,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCN(CC2)CCc1ccccc1,387.483,3.6161,1,4,5.86
CHEMBL3695276,NC(=O)[C@@H]1CCCN1c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,451.615,3.6004,1,6,4.09
CHEMBL216239,OC(=O)CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,380.488,3.5915,1,3,5.03
CHEMBL56357,CC(=O)Nc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,312.457,3.5792,1,2,5.77
CHEMBL237295,NC(=O)c1ccc(nc1)Oc1ccc(cc1)CCN1CCc2c(C1)cccc2,373.456,3.5736,1,4,6.84
CHEMBL397148,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCN(C2)CCc1ccccc1,373.456,3.5736,1,4,6.75
CHEMBL237293,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCN(CC2)Cc1ccccc1,373.456,3.5736,1,4,5.57
CHEMBL4082129,NC(=O)c1cccc(c1)C1C[C@H]2CC[C@H](C1)N2CCCCN1C(=O)c2c(C1=O)cccc2,431.536,3.5723,1,4,7.10
CHEMBL1766021,Nc1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2C,313.47,3.5667,1,4,6.72
CHEMBL240216,CCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,349.478,3.5662,1,3,5.16
CHEMBL3905743,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)CC1CCCCC1,462.656,3.5561,1,5,7.00
CHEMBL3698841,O=c1c(nc2c(n1C1CCN(CC1)C1CCCCCCC1)cccc2)N1CCNCC1,423.605,3.5559,1,6,4.56
CHEMBL464230,CC1C2Cc3c(C1(C)CCN2CCc1ccccc1)cc(cc3)C(=O)N,348.49,3.5524,1,2,8.92
CHEMBL3965695,COCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,441.616,3.5512,1,4,7.00
CHEMBL3990869,COCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,441.616,3.5512,1,4,7.00
CHEMBL355296,COc1ccc2c3c1O[C@@H]1C43CCN([C@H](C2)C24CC[C@]1(OC)[C@H](C2)[C@@](C(C)C)(O)C)C,427.585,3.5465,1,5,8.89
CHEMBL219012,Oc1cccc(c1)[C@]1(C)CCN2[C@H]([C@@H]1C)CCCC2,259.393,3.5442,1,2,6.66
CHEMBL3665422,CC(C1CCC(CC1)N1CCC(CC1)n1c(=O)c(=O)[nH]c2c1cccc2)C,369.509,3.5415,1,4,5.02
CHEMBL607016,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)/C=C/c1ccccc1Cl)C,478.976,3.5389,1,5,9.22
CHEMBL607069,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)NC(=O)/C=C/c1ccc(cc1)Cl)C,478.976,3.5389,1,5,9.00
CHEMBL235154,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CN(C2)CCc1ccccc1,359.429,3.5311,1,4,5.64
CHEMBL235155,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CCN(C2)Cc1ccccc1,359.429,3.5311,1,4,5.63
CHEMBL398089,NC(=O)c1ccc(nc1)Oc1ccc2c(c1)CN(CC2)Cc1ccccc1,359.429,3.5311,1,4,5.61
CHEMBL2113666,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)ccc1)C)/C=C/c1ccccc1Cl,448.95,3.5303,1,4,10.00
CHEMBL3665444,O=c1[nH]c2ccccc2n(c1=O)[C@@H]1C[C@H]2C=C[C@@H](C1)N2C1CCCCCC=C1,377.488,3.5226,1,4,4.64
CHEMBL3665443,O=c1[nH]c2ccccc2n(c1=O)[C@@H]1C[C@@H]2C=C[C@H](C1)N2C1CCCCCC=C1,377.488,3.5226,1,4,4.63
CHEMBL4090365,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)C/C(=C\c2ccccc2)/C1=O)CC1CC1,443.543,3.5219,1,5,7.00
CHEMBL237505,CCCCN1CCCc2c(C1)ccc(c2)Oc1ccc(cn1)C(=O)N,339.439,3.5211,1,4,6.30
CHEMBL230310,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)CC(c1ccc(cc1)OC)N,409.53,3.5193,1,4,5.05
CHEMBL218404,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)C(=O)c1ccccc1,364.489,3.5163,1,3,7.60
CHEMBL557054,CCN(C(=O)c1ccc(cn1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,377.488,3.5099,1,4,8.60
CHEMBL561138,CCN(C(=O)c1ccc(nc1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,377.488,3.5099,1,4,7.96
CHEMBL3698769,CNC(=O)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,396.535,3.5059,1,5,4.77
CHEMBL495278,N#Cc1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,302.377,3.50458,1,3,7.74
CHEMBL298027,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)CC1CC1,311.425,3.5008,1,3,6.82
CHEMBL1202425,Oc1ccc2c(c1)C13CCCCC3C(C2=O)N(CC1)CC1CC1,311.425,3.5008,1,3,6.82
CHEMBL279967,Oc1ccc2c(c1)C13CCCCC3C(C2=O)N(CC1)CC1CC1,311.425,3.5008,1,3,6.82
CHEMBL2386895,CN1CC[C@@]2([C@H](C1)Oc1c2cc(cc1)O)CCc1ccccc1F,327.399,3.4984,1,3,7.28
CHEMBL2386894,CN1CC[C@@]2([C@H](C1)Oc1c2cc(cc1)O)CCc1ccc(cc1)F,327.399,3.4984,1,3,6.89
CHEMBL518712,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)nc[nH]1,295.43,3.4971,1,2,8.29
CHEMBL475107,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c1nc[nH]c1cc3,295.43,3.4971,1,2,6.17
CHEMBL27460,O=C1NCN(C21CCN(CC2)C1CCCc2c1cccc2)c1ccccc1,361.489,3.4925,1,3,6.32
CHEMBL27716,O=C1NCN(C21CCN(CC2)[C@@H]1CCCc2c1cccc2)c1ccccc1,361.489,3.4925,1,3,6.28
CHEMBL90463,CCOCCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,315.457,3.4871,1,3,8.25
CHEMBL241823,CCNC(=O)Oc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)C,328.456,3.4831,1,3,7.11
CHEMBL217950,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)Cc1cocc1,340.467,3.4691,1,4,6.13
CHEMBL374455,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)Cc1ccco1,340.467,3.4691,1,4,5.82
CHEMBL3920943,CN(CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)C,454.659,3.4664,1,4,7.00
CHEMBL493621,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)cc[nH]c1=O,322.452,3.4623,1,2,7.13
CHEMBL3953716,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)Cc1c(F)cccc1F,492.588,3.4542,1,5,7.00
CHEMBL295237,FCCCN1CC[C@@]23[C@H]([C@H]1C(=O)c1c3cc(cc1)O)CCCC2,317.404,3.4504,1,3,6.16
CHEMBL3937755,COCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,471.548,3.4493,1,4,7.00
CHEMBL3991007,COCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,471.548,3.4493,1,4,7.00
CHEMBL4114477,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccccc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2C(=O)N,474.601,3.4466,1,5,6.73
CHEMBL218135,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)C(=O)Cc1ccccc1,378.516,3.4452,1,3,7.15
CHEMBL3665419,O=c1[nH]c2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,355.482,3.4396,1,4,5.54
CHEMBL3929334,N#CCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,430.552,3.43838,1,4,7.00
CHEMBL3991061,N#CCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,430.552,3.43838,1,4,7.00
CHEMBL3698774,CONC(=O)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,412.534,3.4375,1,6,4.99
CHEMBL3086303,COc1ccc2c(c1)[C@@]13CCN([C@H](C2)[C@@H]3Cc2c(C1)nc(s2)N)CC1CC1,381.545,3.4271,1,5,7.89
CHEMBL494265,COC(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,335.403,3.4195,1,4,8.03
CHEMBL1080485,CNC(=O)Cn1c(=O)n(c2c1cccc2)C1CCN(CC1)[C@@H]1CC[C@@H](CC1)C(C)C,412.578,3.4007,1,5,5.15
CHEMBL199294,NC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,360.461,3.392,1,3,7.00
CHEMBL48974,O=C1[C@H]2N(CC[C@]3([C@H]2CCCC3)c2c1ccc(c2)c1nn[nH]n1)CC1CCC1,377.492,3.3654,1,5,5.74
CHEMBL93731,N#CCCN1CCC23[C@H]([C@H]1Cc1c3ccc(c1)O)CCCC2,296.414,3.36428,1,3,8.59
CHEMBL2386820,CN1CC[C@@]2([C@H](C1)Oc1c2cc(cc1)O)CCc1ccccc1,309.409,3.3593,1,3,6.26
CHEMBL228686,COCC(c1ccccc1)N1CCC(CC1)(O)c1ccccc1,311.425,3.3577,1,3,4.48
CHEMBL279968,CC[C@]12CCN(C([C@@H]1C)C(=O)c1c2cc(O)cc1)CC1CC1,299.414,3.3567,1,3,8.96
CHEMBL55033,CCC12CCN(C(C1C)C(=O)c1c2cc(O)cc1)CC1CC1,299.414,3.3567,1,3,8.47
CHEMBL191180,C=CCNC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,473.522,3.3492,1,8,5.19
CHEMBL4475360,NC(=O)c1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(S(=O)(=O)C)CC1CCCCC1,447.645,3.3378,1,4,8.10
CHEMBL561805,CN(C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2)C,348.446,3.3347,1,3,8.00
CHEMBL3665441,O=C1CC(=O)N(c2c(N1)nccc2)C1CCN(CC1)C1CCCCCCC1,370.497,3.3341,1,4,4.14
CHEMBL26987,OCCN1CN(C2(C1=O)CCN(CC2)C1CCc2c(C1)c(Cl)ccc2)c1ccccc1,439.987,3.3305,1,4,6.55
CHEMBL56585,Oc1ccc2c(c1)[C@]1(C)CCN([C@H](C2)[C@@H]1C)CC1CC1,271.404,3.3264,1,2,9.22
CHEMBL3085528,Oc1ccc2c(c1)[C@@]1(C)CCN([C@H](C2)[C@@H]1C)CC1CC1,271.404,3.3264,1,2,8.96
CHEMBL59092,Oc1ccc2c(c1)[C@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,271.404,3.3264,1,2,8.96
CHEMBL289683,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CC1CC1,271.404,3.3264,1,2,8.70
CHEMBL117379,CCCN1CC[C@]2([C@H](C1Cc1c2cc(cc1)O)C)C,259.393,3.3264,1,2,7.43
CHEMBL365228,CN(C1CCc2c(C1(C)C)cc(cc2)O)CC1CC1,259.393,3.3264,1,2,6.22
CHEMBL117319,CCCN1CC[C@@]2([C@@H](C1Cc1c2cc(cc1)O)C)C,259.393,3.3264,1,2,5.15
CHEMBL301421,CN(C1CCC2(CC1(C)Cc1c2cc(cc1)O)C)C,259.393,3.3264,1,2,5.00
CHEMBL186154,CCCN(C1CCc2c(C1(C)C)cc(cc2)O)C,247.382,3.3264,1,2,5.68
CHEMBL160677,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)O,299.414,3.319,1,2,6.49
CHEMBL3951949,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)Cc1cccc(c1)F,474.598,3.3151,1,5,7.00
CHEMBL104042,Oc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CCC1)CC1CC1,299.414,3.3068,1,3,8.70
CHEMBL2386893,CCCCC[C@@]12CCN(C[C@@H]1Oc1c2cc(O)cc1)C,275.392,3.3068,1,3,7.48
CHEMBL4245818,OC[C@@]1(C)C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(OC)cc2)CC1CC1,425.569,3.3021,1,5,6.94
CHEMBL4081856,Oc1ccc2c(c1)C13CCN(C(C2)C23CCC3C1[C@H](O2)CN3S(=O)(=O)c1ccccc1)CC1CC1,492.641,3.2911,1,5,9.70
CHEMBL296282,O=C1[C@H]2N(CC[C@]3([C@H]2CCCC3)c2c1ccc(c2)C(=O)N)CC1CCC1,352.478,3.2842,1,3,7.30
CHEMBL3665436,O=c1[nH]c2ccc(cc2n(c1=O)C1CCN(CC1)C1CCCCCCC1)N1CCOCC1,440.588,3.2762,1,6,4.28
CHEMBL461227,CC(=CCN1CC[C@@]2([C@H]([C@H]1Cc1c2cc(cc1)C(=O)N)C)C)C,312.457,3.2759,1,2,6.66
CHEMBL219099,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)Cc1cccnc1,351.494,3.2711,1,4,6.08
CHEMBL219466,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)Cc1ccccn1,351.494,3.2711,1,4,5.96
CHEMBL219152,Oc1cccc(c1)[C@]1(C)C[C@@H]2CN(CCN2C[C@@H]1C)Cc1ccncc1,351.494,3.2711,1,4,5.89
CHEMBL301804,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)C[C@@H]1CCCO1,341.451,3.2698,1,4,9.00
CHEMBL3759238,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2=O)N(CC1)CC1CCCO1,341.451,3.2698,1,4,9.00
CHEMBL1202427,Oc1ccc2c(c1)C13CCCCC3C(C2=O)N(CC1)CC1CCCO1,341.451,3.2698,1,4,9.00
CHEMBL432072,Oc1ccc2c(c1)C13CCCCC3C(C2=O)N(CC1)CC1CCCO1,341.451,3.2698,1,4,9.00
CHEMBL401451,Clc1ccccc1CN1CCC2(CC1)C(=O)NCN2c1ccccc1,355.869,3.2685,1,3,6.14
CHEMBL3695264,COC(=O)[C@@H]1C[C@H](CN1c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1)O,482.625,3.2589,1,8,4.18
CHEMBL300033,NC(=O)c1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1,324.468,3.2539,1,2,9.00
CHEMBL3698768,NC(=O)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,382.508,3.2452,1,5,4.67
CHEMBL3976888,Fc1cccc(c1CN(S(=O)(=O)C)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)F,477.577,3.2359,1,4,7.00
CHEMBL3990235,Fc1cccc(c1CN(S(=O)(=O)C)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)F,477.577,3.2359,1,4,7.00
CHEMBL509054,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)c([N+](=O)[O-])c(cc3)O,316.401,3.2346,1,4,5.72
CHEMBL169346,CC[C@]12CCN(C([C@@H]1C)C(=O)c1c2cc(N)cc1)CC1CC1,298.43,3.2333,1,3,8.12
CHEMBL299709,O=CNc1ccc2c(c1)[C@@]1(CC)CCN(C(C2=O)[C@@H]1C)CC1CC1,326.44,3.2194,1,3,7.28
CHEMBL317269,CCO[C@]12CCC(=O)CC32CCN(C1Cc1c3c(OC)c(cc1)O)CC1CC1,385.504,3.2073,1,5,7.67
CHEMBL2367918,Nc1ccc2c(c1)[C@@]1(C)CCN([C@H](C2)[C@@H]1C)CC1CC1,270.42,3.203,1,2,7.92
CHEMBL52399,Nc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,270.42,3.203,1,2,7.92
CHEMBL2368320,Nc1ccc2c(c1)[C@]1(C)CCN([C@@H](C2)[C@H]1C)CC1CC1,270.42,3.203,1,2,6.04
CHEMBL226508,COc1ccc(cc1OC)c1cc(=O)c2c(o1)cc(c(c2O)OC)OC,358.346,3.2,1,7,5.51
